evaler,evalee,week,rank,token,description,adjective
rnedunur,arivero,5,11,10,DESCRIPTION,ADJECTIVE
rnedunur,aykaranj,5,12,10,DESCRIPTION,ADJECTIVE
rnedunur,siyer,5,13,10,DESCRIPTION,ADJECTIVE
rnedunur,vpatani,5,14,10,DESCRIPTION,ADJECTIVE
jaynagle,deng4,5,1,10,DESCRIPTION,ADJECTIVE
jaynagle,nishshah,5,2,10,DESCRIPTION,ADJECTIVE
jaynagle,jashjhav,5,3,10,DESCRIPTION,ADJECTIVE
jaynagle,voraj,5,4,10,DESCRIPTION,ADJECTIVE
jaynagle,harranga,5,5,10,DESCRIPTION,ADJECTIVE
jaynagle,guzh,5,6,10,DESCRIPTION,ADJECTIVE
jaynagle,asadana,5,7,10,DESCRIPTION,ADJECTIVE
jaynagle,aykaranj,5,8,10,DESCRIPTION,ADJECTIVE
jaynagle,bsairamr,5,9,10,DESCRIPTION,ADJECTIVE
jaynagle,samvaity,5,10,10,DESCRIPTION,ADJECTIVE
jaynagle,sshivara,5,11,10,DESCRIPTION,ADJECTIVE
jaynagle,yangsis,5,12,10,DESCRIPTION,ADJECTIVE
jaynagle,vpatani,5,13,10,DESCRIPTION,ADJECTIVE
jaynagle,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
jaynagle,deng4,6,2,10,DESCRIPTION,ADJECTIVE
jaynagle,nishshah,6,3,10,DESCRIPTION,ADJECTIVE
jaynagle,jashjhav,6,4,10,DESCRIPTION,ADJECTIVE
jaynagle,voraj,6,5,10,DESCRIPTION,ADJECTIVE
jaynagle,harranga,6,6,10,DESCRIPTION,ADJECTIVE
jaynagle,guzh,6,7,10,DESCRIPTION,ADJECTIVE
jaynagle,asadana,6,8,10,DESCRIPTION,ADJECTIVE
jaynagle,acsarkis,6,9,10,DESCRIPTION,ADJECTIVE
jaynagle,aykaranj,6,10,10,DESCRIPTION,ADJECTIVE
jaynagle,bsairamr,6,11,10,DESCRIPTION,ADJECTIVE
jaynagle,samvaity,6,12,10,DESCRIPTION,ADJECTIVE
jaynagle,sshivara,6,13,10,DESCRIPTION,ADJECTIVE
jaynagle,yangsis,6,14,10,DESCRIPTION,ADJECTIVE
jaynagle,vpatani,6,15,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
yangsis,rohsurve,5,2,10,DESCRIPTION,ADJECTIVE
yangsis,pmpande,5,3,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,5,4,10,DESCRIPTION,ADJECTIVE
yangsis,nishshah,5,5,10,DESCRIPTION,ADJECTIVE
yangsis,mmlele,5,6,10,DESCRIPTION,ADJECTIVE
yangsis,jaynagle,5,7,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,5,8,10,DESCRIPTION,ADJECTIVE
yangsis,arivero,5,9,10,DESCRIPTION,ADJECTIVE
yangsis,bsairamr,5,10,10,DESCRIPTION,ADJECTIVE
yangsis,samvaity,5,11,10,DESCRIPTION,ADJECTIVE
yangsis,sshivara,5,12,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,5,13,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,3,2,10,DESCRIPTION,ADJECTIVE
vpatani,jaynagle,3,3,10,DESCRIPTION,ADJECTIVE
vpatani,harranga,3,4,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,3,5,10,DESCRIPTION,ADJECTIVE
vpatani,sshivara,3,6,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,3,7,10,DESCRIPTION,ADJECTIVE
guzh,yketkar,1,1,10,DESCRIPTION,ADJECTIVE
guzh,deng4,1,2,10,DESCRIPTION,ADJECTIVE
guzh,yangsis,1,3,10,DESCRIPTION,ADJECTIVE
guzh,vpatani,1,4,10,DESCRIPTION,ADJECTIVE
asadana,harranga,1,1,10,DESCRIPTION,ADJECTIVE
jaynagle,deng4,4,1,10,DESCRIPTION,ADJECTIVE
jaynagle,nishshah,4,2,10,DESCRIPTION,ADJECTIVE
jaynagle,jashjhav,4,3,10,DESCRIPTION,ADJECTIVE
jaynagle,voraj,4,4,10,DESCRIPTION,ADJECTIVE
jaynagle,harranga,4,5,10,DESCRIPTION,ADJECTIVE
jaynagle,guzh,4,6,10,DESCRIPTION,ADJECTIVE
jaynagle,asadana,4,7,10,DESCRIPTION,ADJECTIVE
jaynagle,aykaranj,4,8,10,DESCRIPTION,ADJECTIVE
jaynagle,samvaity,4,9,10,DESCRIPTION,ADJECTIVE
jaynagle,yangsis,4,10,10,DESCRIPTION,ADJECTIVE
jaynagle,vpatani,4,11,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
vpatani,rnedunur,6,2,10,DESCRIPTION,ADJECTIVE
vpatani,rohsurve,6,3,10,DESCRIPTION,ADJECTIVE
vpatani,pmpande,6,4,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,6,5,10,DESCRIPTION,ADJECTIVE
vpatani,jaynagle,6,6,10,DESCRIPTION,ADJECTIVE
vpatani,jashjhav,6,7,10,DESCRIPTION,ADJECTIVE
vpatani,voraj,6,8,10,DESCRIPTION,ADJECTIVE
vpatani,harranga,6,9,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,6,10,10,DESCRIPTION,ADJECTIVE
vpatani,cdingers,6,11,10,DESCRIPTION,ADJECTIVE
vpatani,asadana,6,12,10,DESCRIPTION,ADJECTIVE
vpatani,aykaranj,6,13,10,DESCRIPTION,ADJECTIVE
vpatani,sshivara,6,14,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,6,15,10,DESCRIPTION,ADJECTIVE
mmlele,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
mmlele,rnedunur,3,2,10,DESCRIPTION,ADJECTIVE
mmlele,rohsurve,3,3,10,DESCRIPTION,ADJECTIVE
mmlele,pmpande,3,4,10,DESCRIPTION,ADJECTIVE
mmlele,nishshah,3,5,10,DESCRIPTION,ADJECTIVE
mmlele,asadana,3,6,10,DESCRIPTION,ADJECTIVE
mmlele,arivero,3,7,10,DESCRIPTION,ADJECTIVE
mmlele,bsairamr,3,8,10,DESCRIPTION,ADJECTIVE
mmlele,samvaity,3,9,10,DESCRIPTION,ADJECTIVE
mmlele,yangsis,3,10,10,DESCRIPTION,ADJECTIVE
harranga,rnedunur,5,1,10,DESCRIPTION,ADJECTIVE
harranga,pmpande,5,2,10,DESCRIPTION,ADJECTIVE
harranga,deng4,5,3,10,DESCRIPTION,ADJECTIVE
harranga,jaynagle,5,4,10,DESCRIPTION,ADJECTIVE
harranga,jashjhav,5,5,10,DESCRIPTION,ADJECTIVE
harranga,voraj,5,6,10,DESCRIPTION,ADJECTIVE
harranga,guzh,5,7,10,DESCRIPTION,ADJECTIVE
harranga,asadana,5,8,10,DESCRIPTION,ADJECTIVE
harranga,acsarkis,5,9,10,DESCRIPTION,ADJECTIVE
harranga,bsairamr,5,10,10,DESCRIPTION,ADJECTIVE
harranga,vpatani,5,11,10,DESCRIPTION,ADJECTIVE
arivero,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
arivero,rnedunur,6,2,10,DESCRIPTION,ADJECTIVE
arivero,rohsurve,6,3,10,DESCRIPTION,ADJECTIVE
arivero,deng4,6,4,10,DESCRIPTION,ADJECTIVE
arivero,mmlele,6,5,10,DESCRIPTION,ADJECTIVE
arivero,jashjhav,6,6,10,DESCRIPTION,ADJECTIVE
arivero,voraj,6,7,10,DESCRIPTION,ADJECTIVE
arivero,harranga,6,8,10,DESCRIPTION,ADJECTIVE
arivero,guzh,6,9,10,DESCRIPTION,ADJECTIVE
arivero,cdingers,6,10,10,DESCRIPTION,ADJECTIVE
arivero,acsarkis,6,11,10,DESCRIPTION,ADJECTIVE
arivero,aykaranj,6,12,10,DESCRIPTION,ADJECTIVE
arivero,samvaity,6,13,10,DESCRIPTION,ADJECTIVE
arivero,yangsis,6,14,10,DESCRIPTION,ADJECTIVE
harranga,asadana,1,1,10,DESCRIPTION,ADJECTIVE
asadana,nishshah,2,1,10,DESCRIPTION,ADJECTIVE
asadana,jaynagle,2,2,10,DESCRIPTION,ADJECTIVE
asadana,harranga,2,3,10,DESCRIPTION,ADJECTIVE
asadana,guzh,2,4,10,DESCRIPTION,ADJECTIVE
asadana,aykaranj,2,5,10,DESCRIPTION,ADJECTIVE
yketkar,rnedunur,4,1,10,DESCRIPTION,ADJECTIVE
yketkar,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
yketkar,deng4,4,3,10,DESCRIPTION,ADJECTIVE
yketkar,nishshah,4,4,10,DESCRIPTION,ADJECTIVE
yketkar,mmlele,4,5,10,DESCRIPTION,ADJECTIVE
yketkar,jashjhav,4,6,10,DESCRIPTION,ADJECTIVE
yketkar,guzh,4,7,10,DESCRIPTION,ADJECTIVE
yketkar,asadana,4,8,10,DESCRIPTION,ADJECTIVE
yketkar,arivero,4,9,10,DESCRIPTION,ADJECTIVE
yketkar,sshivara,4,10,10,DESCRIPTION,ADJECTIVE
yketkar,yangsis,4,11,10,DESCRIPTION,ADJECTIVE
yketkar,vpatani,4,12,10,DESCRIPTION,ADJECTIVE
pmpande,mmlele,1,1,10,DESCRIPTION,ADJECTIVE
pmpande,bsairamr,1,2,10,DESCRIPTION,ADJECTIVE
pmpande,rnedunur,5,1,10,DESCRIPTION,ADJECTIVE
pmpande,rohsurve,5,2,10,DESCRIPTION,ADJECTIVE
pmpande,mmlele,5,3,10,DESCRIPTION,ADJECTIVE
pmpande,voraj,5,4,10,DESCRIPTION,ADJECTIVE
pmpande,harranga,5,5,10,DESCRIPTION,ADJECTIVE
pmpande,guzh,5,6,10,DESCRIPTION,ADJECTIVE
pmpande,cdingers,5,7,10,DESCRIPTION,ADJECTIVE
pmpande,aykaranj,5,8,10,DESCRIPTION,ADJECTIVE
pmpande,bsairamr,5,9,10,DESCRIPTION,ADJECTIVE
pmpande,samvaity,5,10,10,DESCRIPTION,ADJECTIVE
pmpande,sshivara,5,11,10,DESCRIPTION,ADJECTIVE
pmpande,yangsis,5,12,10,DESCRIPTION,ADJECTIVE
acsarkis,jashjhav,3,1,10,DESCRIPTION,ADJECTIVE
acsarkis,guzh,3,2,10,DESCRIPTION,ADJECTIVE
acsarkis,arivero,3,3,10,DESCRIPTION,ADJECTIVE
acsarkis,aykaranj,3,4,10,DESCRIPTION,ADJECTIVE
acsarkis,sshivara,3,5,10,DESCRIPTION,ADJECTIVE
siyer,rnedunur,2,1,10,DESCRIPTION,ADJECTIVE
siyer,rohsurve,2,2,10,DESCRIPTION,ADJECTIVE
siyer,deng4,2,3,10,DESCRIPTION,ADJECTIVE
siyer,nishshah,2,4,10,DESCRIPTION,ADJECTIVE
siyer,jashjhav,2,5,10,DESCRIPTION,ADJECTIVE
siyer,bsairamr,2,6,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
yangsis,rohsurve,3,2,10,DESCRIPTION,ADJECTIVE
yangsis,pmpande,3,3,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,3,4,10,DESCRIPTION,ADJECTIVE
yangsis,mmlele,3,5,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,3,6,10,DESCRIPTION,ADJECTIVE
yangsis,arivero,3,7,10,DESCRIPTION,ADJECTIVE
yangsis,bsairamr,3,8,10,DESCRIPTION,ADJECTIVE
yangsis,samvaity,3,9,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,3,10,10,DESCRIPTION,ADJECTIVE
rnedunur,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
rnedunur,rohsurve,6,2,10,DESCRIPTION,ADJECTIVE
rnedunur,pmpande,6,3,10,DESCRIPTION,ADJECTIVE
rnedunur,deng4,6,4,10,DESCRIPTION,ADJECTIVE
rnedunur,nishshah,6,5,10,DESCRIPTION,ADJECTIVE
rnedunur,mmlele,6,6,10,DESCRIPTION,ADJECTIVE
rnedunur,voraj,6,7,10,DESCRIPTION,ADJECTIVE
rnedunur,harranga,6,8,10,DESCRIPTION,ADJECTIVE
rnedunur,asadana,6,9,10,DESCRIPTION,ADJECTIVE
rnedunur,acsarkis,6,10,10,DESCRIPTION,ADJECTIVE
rnedunur,arivero,6,11,10,DESCRIPTION,ADJECTIVE
rnedunur,aykaranj,6,12,10,DESCRIPTION,ADJECTIVE
rnedunur,bsairamr,6,13,10,DESCRIPTION,ADJECTIVE
rnedunur,sshivara,6,14,10,DESCRIPTION,ADJECTIVE
rnedunur,siyer,6,15,10,DESCRIPTION,ADJECTIVE
rnedunur,vpatani,6,16,10,DESCRIPTION,ADJECTIVE
bsairamr,rohsurve,3,1,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,3,2,10,DESCRIPTION,ADJECTIVE
bsairamr,deng4,3,3,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,3,4,10,DESCRIPTION,ADJECTIVE
bsairamr,jashjhav,3,5,10,DESCRIPTION,ADJECTIVE
bsairamr,siyer,3,6,10,DESCRIPTION,ADJECTIVE
bsairamr,yangsis,3,7,10,DESCRIPTION,ADJECTIVE
cdingers,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
cdingers,pmpande,5,2,10,DESCRIPTION,ADJECTIVE
cdingers,nishshah,5,3,10,DESCRIPTION,ADJECTIVE
cdingers,mmlele,5,4,10,DESCRIPTION,ADJECTIVE
cdingers,voraj,5,5,10,DESCRIPTION,ADJECTIVE
cdingers,arivero,5,6,10,DESCRIPTION,ADJECTIVE
cdingers,aykaranj,5,7,10,DESCRIPTION,ADJECTIVE
cdingers,samvaity,5,8,10,DESCRIPTION,ADJECTIVE
cdingers,sshivara,5,9,10,DESCRIPTION,ADJECTIVE
nishshah,rnedunur,1,1,10,DESCRIPTION,ADJECTIVE
nishshah,rohsurve,1,2,10,DESCRIPTION,ADJECTIVE
nishshah,siyer,1,3,10,DESCRIPTION,ADJECTIVE
acsarkis,arivero,1,1,10,DESCRIPTION,ADJECTIVE
acsarkis,aykaranj,1,2,10,DESCRIPTION,ADJECTIVE
siyer,rnedunur,1,1,10,DESCRIPTION,ADJECTIVE
siyer,rohsurve,1,2,10,DESCRIPTION,ADJECTIVE
siyer,nishshah,1,3,10,DESCRIPTION,ADJECTIVE
deng4,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
deng4,nishshah,4,2,10,DESCRIPTION,ADJECTIVE
deng4,jaynagle,4,3,10,DESCRIPTION,ADJECTIVE
deng4,jashjhav,4,4,10,DESCRIPTION,ADJECTIVE
deng4,harranga,4,5,10,DESCRIPTION,ADJECTIVE
deng4,guzh,4,6,10,DESCRIPTION,ADJECTIVE
deng4,bsairamr,4,7,10,DESCRIPTION,ADJECTIVE
deng4,samvaity,4,8,10,DESCRIPTION,ADJECTIVE
deng4,siyer,4,9,10,DESCRIPTION,ADJECTIVE
deng4,yangsis,4,10,10,DESCRIPTION,ADJECTIVE
deng4,vpatani,4,11,10,DESCRIPTION,ADJECTIVE
yketkar,deng4,2,1,10,DESCRIPTION,ADJECTIVE
yketkar,guzh,2,2,10,DESCRIPTION,ADJECTIVE
yketkar,sshivara,2,3,10,DESCRIPTION,ADJECTIVE
yketkar,yangsis,2,4,10,DESCRIPTION,ADJECTIVE
yketkar,vpatani,2,5,10,DESCRIPTION,ADJECTIVE
harranga,rnedunur,3,1,10,DESCRIPTION,ADJECTIVE
harranga,pmpande,3,2,10,DESCRIPTION,ADJECTIVE
harranga,deng4,3,3,10,DESCRIPTION,ADJECTIVE
harranga,jaynagle,3,4,10,DESCRIPTION,ADJECTIVE
harranga,voraj,3,5,10,DESCRIPTION,ADJECTIVE
harranga,asadana,3,6,10,DESCRIPTION,ADJECTIVE
harranga,vpatani,3,7,10,DESCRIPTION,ADJECTIVE
sshivara,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
sshivara,pmpande,4,2,10,DESCRIPTION,ADJECTIVE
sshivara,mmlele,4,3,10,DESCRIPTION,ADJECTIVE
sshivara,jashjhav,4,4,10,DESCRIPTION,ADJECTIVE
sshivara,guzh,4,5,10,DESCRIPTION,ADJECTIVE
sshivara,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
sshivara,acsarkis,4,7,10,DESCRIPTION,ADJECTIVE
sshivara,samvaity,4,8,10,DESCRIPTION,ADJECTIVE
sshivara,vpatani,4,9,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
vpatani,rnedunur,5,2,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,5,3,10,DESCRIPTION,ADJECTIVE
vpatani,jaynagle,5,4,10,DESCRIPTION,ADJECTIVE
vpatani,jashjhav,5,5,10,DESCRIPTION,ADJECTIVE
vpatani,voraj,5,6,10,DESCRIPTION,ADJECTIVE
vpatani,harranga,5,7,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,5,8,10,DESCRIPTION,ADJECTIVE
vpatani,asadana,5,9,10,DESCRIPTION,ADJECTIVE
vpatani,aykaranj,5,10,10,DESCRIPTION,ADJECTIVE
vpatani,sshivara,5,11,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,5,12,10,DESCRIPTION,ADJECTIVE
rohsurve,rnedunur,3,1,10,DESCRIPTION,ADJECTIVE
rohsurve,pmpande,3,2,10,DESCRIPTION,ADJECTIVE
rohsurve,nishshah,3,3,10,DESCRIPTION,ADJECTIVE
rohsurve,mmlele,3,4,10,DESCRIPTION,ADJECTIVE
rohsurve,arivero,3,5,10,DESCRIPTION,ADJECTIVE
rohsurve,bsairamr,3,6,10,DESCRIPTION,ADJECTIVE
rohsurve,samvaity,3,7,10,DESCRIPTION,ADJECTIVE
rohsurve,siyer,3,8,10,DESCRIPTION,ADJECTIVE
rohsurve,yangsis,3,9,10,DESCRIPTION,ADJECTIVE
asadana,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
asadana,rnedunur,4,2,10,DESCRIPTION,ADJECTIVE
asadana,nishshah,4,3,10,DESCRIPTION,ADJECTIVE
asadana,mmlele,4,4,10,DESCRIPTION,ADJECTIVE
asadana,jaynagle,4,5,10,DESCRIPTION,ADJECTIVE
asadana,voraj,4,6,10,DESCRIPTION,ADJECTIVE
asadana,harranga,4,7,10,DESCRIPTION,ADJECTIVE
asadana,guzh,4,8,10,DESCRIPTION,ADJECTIVE
asadana,aykaranj,4,9,10,DESCRIPTION,ADJECTIVE
asadana,vpatani,4,10,10,DESCRIPTION,ADJECTIVE
bsairamr,rohsurve,4,1,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,4,2,10,DESCRIPTION,ADJECTIVE
bsairamr,deng4,4,3,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,4,4,10,DESCRIPTION,ADJECTIVE
bsairamr,jashjhav,4,5,10,DESCRIPTION,ADJECTIVE
bsairamr,harranga,4,6,10,DESCRIPTION,ADJECTIVE
bsairamr,guzh,4,7,10,DESCRIPTION,ADJECTIVE
bsairamr,acsarkis,4,8,10,DESCRIPTION,ADJECTIVE
bsairamr,siyer,4,9,10,DESCRIPTION,ADJECTIVE
bsairamr,yangsis,4,10,10,DESCRIPTION,ADJECTIVE
yketkar,deng4,1,1,10,DESCRIPTION,ADJECTIVE
yketkar,guzh,1,2,10,DESCRIPTION,ADJECTIVE
yketkar,yangsis,1,3,10,DESCRIPTION,ADJECTIVE
yketkar,vpatani,1,4,10,DESCRIPTION,ADJECTIVE
aykaranj,rnedunur,6,1,10,DESCRIPTION,ADJECTIVE
aykaranj,pmpande,6,2,10,DESCRIPTION,ADJECTIVE
aykaranj,nishshah,6,3,10,DESCRIPTION,ADJECTIVE
aykaranj,mmlele,6,4,10,DESCRIPTION,ADJECTIVE
aykaranj,jaynagle,6,5,10,DESCRIPTION,ADJECTIVE
aykaranj,jashjhav,6,6,10,DESCRIPTION,ADJECTIVE
aykaranj,voraj,6,7,10,DESCRIPTION,ADJECTIVE
aykaranj,guzh,6,8,10,DESCRIPTION,ADJECTIVE
aykaranj,cdingers,6,9,10,DESCRIPTION,ADJECTIVE
aykaranj,asadana,6,10,10,DESCRIPTION,ADJECTIVE
aykaranj,acsarkis,6,11,10,DESCRIPTION,ADJECTIVE
aykaranj,arivero,6,12,10,DESCRIPTION,ADJECTIVE
aykaranj,samvaity,6,13,10,DESCRIPTION,ADJECTIVE
aykaranj,vpatani,6,14,10,DESCRIPTION,ADJECTIVE
yketkar,rnedunur,5,1,10,DESCRIPTION,ADJECTIVE
yketkar,rohsurve,5,2,10,DESCRIPTION,ADJECTIVE
yketkar,deng4,5,3,10,DESCRIPTION,ADJECTIVE
yketkar,nishshah,5,4,10,DESCRIPTION,ADJECTIVE
yketkar,mmlele,5,5,10,DESCRIPTION,ADJECTIVE
yketkar,jashjhav,5,6,10,DESCRIPTION,ADJECTIVE
yketkar,voraj,5,7,10,DESCRIPTION,ADJECTIVE
yketkar,guzh,5,8,10,DESCRIPTION,ADJECTIVE
yketkar,cdingers,5,9,10,DESCRIPTION,ADJECTIVE
yketkar,asadana,5,10,10,DESCRIPTION,ADJECTIVE
yketkar,arivero,5,11,10,DESCRIPTION,ADJECTIVE
yketkar,sshivara,5,12,10,DESCRIPTION,ADJECTIVE
yketkar,yangsis,5,13,10,DESCRIPTION,ADJECTIVE
yketkar,vpatani,5,14,10,DESCRIPTION,ADJECTIVE
rnedunur,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
rnedunur,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
rnedunur,pmpande,4,3,10,DESCRIPTION,ADJECTIVE
rnedunur,nishshah,4,4,10,DESCRIPTION,ADJECTIVE
rnedunur,mmlele,4,5,10,DESCRIPTION,ADJECTIVE
rnedunur,voraj,4,6,10,DESCRIPTION,ADJECTIVE
rnedunur,harranga,4,7,10,DESCRIPTION,ADJECTIVE
rnedunur,asadana,4,8,10,DESCRIPTION,ADJECTIVE
rnedunur,aykaranj,4,9,10,DESCRIPTION,ADJECTIVE
rnedunur,siyer,4,10,10,DESCRIPTION,ADJECTIVE
rnedunur,vpatani,4,11,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,2,1,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,2,2,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,2,3,10,DESCRIPTION,ADJECTIVE
vpatani,sshivara,2,4,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,2,5,10,DESCRIPTION,ADJECTIVE
mmlele,rohsurve,2,1,10,DESCRIPTION,ADJECTIVE
mmlele,pmpande,2,2,10,DESCRIPTION,ADJECTIVE
mmlele,arivero,2,3,10,DESCRIPTION,ADJECTIVE
mmlele,bsairamr,2,4,10,DESCRIPTION,ADJECTIVE
mmlele,samvaity,2,5,10,DESCRIPTION,ADJECTIVE
mmlele,yangsis,2,6,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
vpatani,rnedunur,4,2,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,4,3,10,DESCRIPTION,ADJECTIVE
vpatani,jaynagle,4,4,10,DESCRIPTION,ADJECTIVE
vpatani,voraj,4,5,10,DESCRIPTION,ADJECTIVE
vpatani,harranga,4,6,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,4,7,10,DESCRIPTION,ADJECTIVE
vpatani,asadana,4,8,10,DESCRIPTION,ADJECTIVE
vpatani,aykaranj,4,9,10,DESCRIPTION,ADJECTIVE
vpatani,sshivara,4,10,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,4,11,10,DESCRIPTION,ADJECTIVE
rohsurve,rnedunur,2,1,10,DESCRIPTION,ADJECTIVE
rohsurve,nishshah,2,2,10,DESCRIPTION,ADJECTIVE
rohsurve,mmlele,2,3,10,DESCRIPTION,ADJECTIVE
rohsurve,arivero,2,4,10,DESCRIPTION,ADJECTIVE
rohsurve,samvaity,2,5,10,DESCRIPTION,ADJECTIVE
rohsurve,siyer,2,6,10,DESCRIPTION,ADJECTIVE
rohsurve,yangsis,2,7,10,DESCRIPTION,ADJECTIVE
rnedunur,rohsurve,2,1,10,DESCRIPTION,ADJECTIVE
rnedunur,pmpande,2,2,10,DESCRIPTION,ADJECTIVE
rnedunur,nishshah,2,3,10,DESCRIPTION,ADJECTIVE
rnedunur,voraj,2,4,10,DESCRIPTION,ADJECTIVE
rnedunur,harranga,2,5,10,DESCRIPTION,ADJECTIVE
rnedunur,siyer,2,6,10,DESCRIPTION,ADJECTIVE
deng4,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
deng4,jaynagle,3,2,10,DESCRIPTION,ADJECTIVE
deng4,jashjhav,3,3,10,DESCRIPTION,ADJECTIVE
deng4,harranga,3,4,10,DESCRIPTION,ADJECTIVE
deng4,guzh,3,5,10,DESCRIPTION,ADJECTIVE
deng4,bsairamr,3,6,10,DESCRIPTION,ADJECTIVE
deng4,siyer,3,7,10,DESCRIPTION,ADJECTIVE
deng4,yangsis,3,8,10,DESCRIPTION,ADJECTIVE
deng4,vpatani,3,9,10,DESCRIPTION,ADJECTIVE
deng4,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
deng4,rnedunur,5,2,10,DESCRIPTION,ADJECTIVE
deng4,rohsurve,5,3,10,DESCRIPTION,ADJECTIVE
deng4,nishshah,5,4,10,DESCRIPTION,ADJECTIVE
deng4,jaynagle,5,5,10,DESCRIPTION,ADJECTIVE
deng4,jashjhav,5,6,10,DESCRIPTION,ADJECTIVE
deng4,harranga,5,7,10,DESCRIPTION,ADJECTIVE
deng4,guzh,5,8,10,DESCRIPTION,ADJECTIVE
deng4,acsarkis,5,9,10,DESCRIPTION,ADJECTIVE
deng4,arivero,5,10,10,DESCRIPTION,ADJECTIVE
deng4,bsairamr,5,11,10,DESCRIPTION,ADJECTIVE
deng4,samvaity,5,12,10,DESCRIPTION,ADJECTIVE
deng4,siyer,5,13,10,DESCRIPTION,ADJECTIVE
deng4,yangsis,5,14,10,DESCRIPTION,ADJECTIVE
deng4,vpatani,5,15,10,DESCRIPTION,ADJECTIVE
pmpande,rnedunur,6,1,10,DESCRIPTION,ADJECTIVE
pmpande,rohsurve,6,2,10,DESCRIPTION,ADJECTIVE
pmpande,mmlele,6,3,10,DESCRIPTION,ADJECTIVE
pmpande,voraj,6,4,10,DESCRIPTION,ADJECTIVE
pmpande,harranga,6,5,10,DESCRIPTION,ADJECTIVE
pmpande,guzh,6,6,10,DESCRIPTION,ADJECTIVE
pmpande,cdingers,6,7,10,DESCRIPTION,ADJECTIVE
pmpande,asadana,6,8,10,DESCRIPTION,ADJECTIVE
pmpande,aykaranj,6,9,10,DESCRIPTION,ADJECTIVE
pmpande,bsairamr,6,10,10,DESCRIPTION,ADJECTIVE
pmpande,samvaity,6,11,10,DESCRIPTION,ADJECTIVE
pmpande,sshivara,6,12,10,DESCRIPTION,ADJECTIVE
pmpande,yangsis,6,13,10,DESCRIPTION,ADJECTIVE
pmpande,vpatani,6,14,10,DESCRIPTION,ADJECTIVE
bsairamr,rohsurve,5,1,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,5,2,10,DESCRIPTION,ADJECTIVE
bsairamr,deng4,5,3,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,5,4,10,DESCRIPTION,ADJECTIVE
bsairamr,jaynagle,5,5,10,DESCRIPTION,ADJECTIVE
bsairamr,jashjhav,5,6,10,DESCRIPTION,ADJECTIVE
bsairamr,harranga,5,7,10,DESCRIPTION,ADJECTIVE
bsairamr,guzh,5,8,10,DESCRIPTION,ADJECTIVE
bsairamr,acsarkis,5,9,10,DESCRIPTION,ADJECTIVE
bsairamr,sshivara,5,10,10,DESCRIPTION,ADJECTIVE
